2021-01-01	KR OTOMATIS 02/01/2021 07:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0617800  0344060002  	20776500
2021-01-01	KR OTOMATIS 02/01/2021 07:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0244700  0133060002  	19309000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0424000  0631140002  	2799000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100197  SUBANG 20210101EPJ0699608  0401223302  	7476000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0973007  0401223302  	1425000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100196  KALIJATI 20210101EPJ0616309  0401223302  	421000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0923307  0201223302  	2016000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100197  SUBANG 20210101EPJ0703508  0601223302  	3258000
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100201  PALIMANAN 20210101EPJ0699804  3301223102  	2445500
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885023100197  SUBANG 20210101EPJ0614808  0401223302  	523500
2021-01-01	KR OTOMATIS 02/01/2021 07:07/2 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0817200  0729140002  	2031500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0257000  0525220002  	3752500
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ5190400  0685060002  	177000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0972807  0201070203  	865000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100199  KERTAJATI 20210101EPJ0365406  0201070203  	2609500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0257100  0685220002  	33080500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0974204  2101070103  	4260000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0817100  0704220002  	8896500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100200  SUMBERJAYA 20210101EPJ0973905  0801070203  	1022500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100200  SUMBERJAYA 20210101EPJ0973405  0801070203  	1268000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100199  KERTAJATI 20210101EPJ0705306  0201070203  	252000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100196  KALIJATI 20210101EPJ0699409  0201070303  	2532500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0817400  0045220002  	8411000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0700804  1901070103  	18371000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0616504  2301070103  	3991500
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ0428000  0703060002  	645000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0424000  0632220002  	4285500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0804400  0201220002  	3449000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0923804  1901070103  	2069500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100200  SUMBERJAYA 20210101EPJ0614505  1001070203  	214000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0427000  0992220002  	3088500
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ0264800  0709060002  	3868500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0923307  0201070203  	672500
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ5190300  0712060002  	1481000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100196  KALIJATI 20210101EPJ0616309  0401070303  	202000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100197  SUBANG 20210101EPJ0703508  0601070303  	1523000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0817300  0026220002  	21281500
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ5190200  0019060002  	2322000
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ0264400  0719060002  	768000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0857900  0761220002  	5084500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0973007  0401070203  	757000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0244700  0135220002  	43731000
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ0545500  0693060002  	761000
2021-01-02	KR OTOMATIS 02/01/2021 15:07/1 FLAZZ 885000500134  Cikampek 20210102EPJ5190000  0681060002  	695000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0699804  3301070103  	994500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100196  KALIJATI 20210101EPJ0698609  0401070303  	1823000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100198  CIKEDUNG 20210101EPJ0946207  0401070203  	302000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100199  KERTAJATI 20210101EPJ0701106  0401070203  	240500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100199  KERTAJATI 20210101EPJ0974106  0401070203  	1242500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0857300  0506220002  	12458000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100197  SUBANG 20210101EPJ0614808  0401070303  	704000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0701004  2301070103  	4180000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0854500  0985220002  	132500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100200  SUMBERJAYA 20210101EPJ0364805  1001070203  	211000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0424400  0121220002  	2818000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0803600  0034220002  	2133500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100197  SUBANG 20210101EPJ0698008  0201070303  	1481000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100197  SUBANG 20210101EPJ0700208  0601070303  	612500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0705804  2501070103  	956500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100196  KALIJATI 20210101EPJ0698109  0201070303  	41000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0702604  2501070103  	878000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0113004  1501070103  	9831500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100197  SUBANG 20210101EPJ0699608  0401070303  	3753500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0706004  1701070103  	24708500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0804100  0504220002  	45689500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0807000  0475220002  	4631500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0817200  0730220002  	2560000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0617800  0346220002  	40279500
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885000803566  Cikampek Utama 2 20210101EPJ0818000  0789220002  	41000
2021-01-01	KR OTOMATIS 02/01/2021 15:07/3 FLAZZ 885023100201  PALIMANAN 20210101EPJ0702704  2101070103  	13983000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ0545500  0696140002  	2426000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210102EPJ0804100  0505060002  	27524000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210102EPJ5190200  0022140002  	6429500
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885023100199  KERTAJATI 20210102EPJ0705306  0201143301  	626000
2021-01-01	KR OTOMATIS 02/01/2021 23:07/3 FLAZZ 885000500134  Cikampek 20210101EPJ0428000  0704220002  	354000
2021-01-02	KR OTOMATIS 02/01/2021 23:07/1 FLAZZ 885000803566  Cikampek Utama 2 20210102EPJ0854500  0986060002  	1676500
2021-01-01	KR OTOMATIS 02/01/2021 23:07/2 FLAZZ 885000500134  Cikampek 20210101EPJ0545500  0695140003  	3350500
